ID,FORM,UPOS
1,Ἀρχὴ,NOUN
2,τοῦ,DET
3,εὐαγγελίου,NOUN
4,Ἰησοῦ,PROPN
5,χριστοῦ,PROPN
6,.,PUNCT
7,Καθὼς,ADV
8,γέγραπται,VERB
9,ἐν,ADP
10,τῷ,DET
11,Ἠσαΐᾳ,PROPN
12,τῷ,DET
13,προφήτῃ,NOUN
14,·,PUNCT
15,Ἰδοὺ,INTJ
16,ἀποστέλλω,VERB
17,τὸν,DET
18,ἄγγελόν,NOUN
19,μου,PRON
20,πρὸ,ADP
21,προσώπου,NOUN
22,σου,PRON
23,",",PUNCT
24,ὃς,PRON
25,κατασκευάσει,VERB
26,τὴν,DET
27,ὁδόν,NOUN
28,σου,PRON
29,·,PUNCT
30,φωνὴ,NOUN
31,βοῶντος,VERB
32,ἐν,ADP
33,τῇ,DET
34,ἐρήμῳ,ADJ
35,·,PUNCT
36,Ἑτοιμάσατε,VERB
37,τὴν,DET
38,ὁδὸν,NOUN
39,κυρίου,NOUN
40,",",PUNCT
41,εὐθείας,ADJ
42,ποιεῖτε,VERB
43,τὰς,DET
44,τρίβους,NOUN
45,αὐτοῦ,PRON
46,",",PUNCT
47,ἐγένετο,VERB
48,Ἰωάννης,PROPN
49,ὁ,DET
50,βαπτίζων,VERB
51,ἐν,ADP
52,τῇ,DET
53,ἐρήμῳ,ADJ
54,κηρύσσων,VERB
55,βάπτισμα,NOUN
56,μετανοίας,NOUN
57,εἰς,ADP
58,ἄφεσιν,NOUN
59,ἁμαρτιῶν,NOUN
60,.,PUNCT
61,καὶ,CCONJ
62,ἐξεπορεύετο,VERB
63,πρὸς,ADP
64,αὐτὸν,PRON
65,πᾶσα,DET
66,ἡ,DET
67,Ἰουδαία,ADJ
68,χώρα,NOUN
69,καὶ,CCONJ
70,οἱ,DET
71,Ἱεροσολυμῖται,ADJ
72,πάντες,DET
73,",",PUNCT
74,καὶ,CCONJ
75,ἐβαπτίζοντο,VERB
76,ὑπ,ADP
77,αὐτοῦ,PRON
78,ἐν,ADP
79,τῷ,DET
80,Ἰορδάνῃ,PROPN
81,ποταμῷ,NOUN
82,ἐξομολογούμενοι,VERB
83,τὰς,DET
84,ἁμαρτίας,NOUN
85,αὐτῶν,PRON
86,.,PUNCT
87,καὶ,CCONJ
88,ἦν,AUX
89,ὁ,DET
90,Ἰωάννης,PROPN
91,ἐνδεδυμένος,VERB
92,τρίχας,NOUN
93,καμήλου,NOUN
94,καὶ,CCONJ
95,ζώνην,NOUN
96,δερματίνην,ADJ
97,περὶ,ADP
98,τὴν,DET
99,ὀσφὺν,NOUN
100,αὐτοῦ,PRON
101,",",PUNCT
102,καὶ,CCONJ
103,ἔσθων,VERB
104,ἀκρίδας,NOUN
105,καὶ,CCONJ
106,μέλι,NOUN
107,ἄγριον,ADJ
108,.,PUNCT
109,καὶ,CCONJ
110,ἐκήρυσσεν,VERB
111,λέγων,VERB
112,·,PUNCT
113,Ἔρχεται,VERB
114,ὁ,DET
115,ἰσχυρότερός,ADJ
116,μου,PRON
117,ὀπίσω,ADP
118,μου,PRON
119,",",PUNCT
120,οὗ,PRON
121,οὐκ,ADV
122,εἰμὶ,AUX
123,ἱκανὸς,ADJ
124,κύψας,VERB
125,λῦσαι,VERB
126,τὸν,DET
127,ἱμάντα,NOUN
128,τῶν,DET
129,ὑποδημάτων,NOUN
130,αὐτοῦ,PRON
131,·,PUNCT
132,ἐγὼ,PRON
